Nome,Classe,Tipo de Ativo,Bolsa Fonte,Ativo Cancelado,CNPJ,Número de emissão,Serie,Codigo,Setor NAICS ult disponiv,Agente Fiduciário,Líder,Banco Mandatário,Incentivada Lei 12.431,Volume,Data de emissão,Vencimento/Repactuação,Referência NTN-B,Remuneração,Amortização,Espécie,Tipo de Debênture,Índice de correção,Data da Últ Cotação,Taxa (YTM) [%],Máximo da Taxa (YTM) 12 meses [%],Data do Máximo Taxa (YTM) 12 meses,Taxa Atual vs Máx 12m [%],PU [R$],Máximo do PU 12 meses [R$],Data do Máximo PU 12 meses,PU Atual vs Máx 12m [%],Duration [dias úteis],Taxa de Compra [%],Taxa de Venda [%],Retorno 1 dia [%],Prêmio vs CDI 1 dia [% do CDI],Retorno 6 meses [%],Prêmio vs CDI 6 meses [% do CDI],Retorno 12 meses [%],Prêmio vs CDI 12 meses [% do CDI],Retorno no Ano [%],Prêmio vs CDI no Ano [% do CDI],Retorno do Início [%],Prêmio vs CDI do Início [% do CDI],Volatilidade 12 meses [%],Sharpe 12 meses,Máx Retorno Mensal (últ. 12 meses) [%],Máx Prêmio Mensal (últ. 12 meses) [% do CDI],Mín Retorno Mensal (últ. 12 meses) [%],Mín Prêmio Mensal (últ. 12 meses) [% do CDI],Meses Positivos (últ. 12 meses) [unidades],Meses acima do CDI (últ. 12 meses) [unidades],Dias Positivos (últ. 12 meses) [%],Dias acima do CDI (últ. 12 meses) [%],Perda Máxima (últ. 12 meses) [%],Data do Pico Perda Máxima,Data do Fundo Perda Máxima,Tempo de Recuperação Perda Máxima em dias úteis,Data Recuperação Perda Máxima
Fleury,Emis 04/Ser 02,Título privado de renda fixa,Anbima,ativo,60840055000131,4,02,FLRY24,Laboratório de exames médicos,Pentagono SA Dtvm,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,250000000.00,27/04/2018,27/04/2023,,Pagamento Semestral. nos dias 27-abr e 27-out. Primeiro em 27-out-2018,Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,60%",21/12/2020,,,,,,,,,,,,,,2.31,234.34,,,,,,,,,1.40,722.12,-1.34,-851.88,,,,,-1.51,09/10/2020,27/10/2020,,
Fleury,Emis 05/Ser 01,Título privado de renda fixa,Anbima,ativo,60840055000131,5,01,FLRY15,Laboratório de exames médicos,Pentagono SA Dtvm,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,200000000.00,16/12/2019,16/12/2024,,Pagamento semestral. nos dias 16-jun e 16-dez. Primeiro em 16-jun-2020,Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,90%",21/12/2020,,,,,,,,,,,,,,5.22,530.22,,,,,,,,,1.81,928.82,-0.79,-333.92,,,,,-1.17,29/04/2020,13/05/2020,62,28/07/2020
Fleury,Emis 05/Ser 02,Título privado de renda fixa,Anbima,ativo,60840055000131,5,02,FLRY25,Laboratório de exames médicos,Pentagono SA Dtvm,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,300000000.00,16/12/2019,16/12/2027,,Pagamento semestral. nos dias 16-jun e 16-dez. Primeiro em 16-jun-2020,Pagamento semestral. nos dias 16-jun e 16-dez. Primeiro em 16-jun-2025,Quirografária,DI Spread,"DI + 1,20%",21/12/2020,,,,,,,,,,,,,,5.44,552.24,,,,,,,,,2.83,1771.46,-0.39,-248.44,,,,,-0.72,21/10/2020,09/11/2020,,
Furnas Centrais Elétricas SA,Emis 01/Ser 02,Título privado de renda fixa,Anbima,ativo,23274194000119,1,02,FURN21,"Geração, transmissão e distribuição de energia elétrica",Planner Trustee DTVM Ltda,Banco Bradesco Bbi SA,Banco Bradesco SA,Sim,800000000.00,15/11/2019,15/11/2029,15/08/2028,Pagamento semestral. nos dias 15-mai e 15-nov. Primeiro em 15-mai-2020,Pagamento semestral. nos dias 15-mai e 15-nov. Primeiro em 15-mai-2026,Quirografária,IPCA Spread,"IPCA + 4,08%",21/12/2020,,,,,,,,,,,,,,10.50,1066.29,,,,,,,,,4.28,3036.44,-1.46,-927.61,,,,,-2.89,03/08/2020,28/09/2020,55,21/10/2020
Ger Paranap,Emis 07/Ser 02,Título privado de renda fixa,Anbima,ativo,02998301000181,7,2,GEPA27,"Geração, transmissão e distribuição de energia elétrica",Planner Trustee DTVM Ltda,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,200000000.00,15/08/2017,15/08/2022,15/08/2022,"Pagamento semestral, nos dias 15-Fev e 15-Ago. Primeiro em 15-Fev-2018.",2 parcelas iguas em 15-Ago-2021 e no vencimento.,Quirografária,IPCA Spread,"IPCA + 5,90%",21/12/2020,,6.2867,27/04/2020,,,1203.38317,21/12/2020,,,,,,,8.10,823.11,6.60,234.99,6.13,226.70,,,4.21,0.91,2.23,1146.76,-3.49,-1031.94,9,9,,,-6.04,04/03/2020,27/04/2020,104,03/08/2020
Ger Paranap,Emis 08/Ser 01,Título privado de renda fixa,Anbima,ativo,02998301000181,8,01,GEPA18,"Geração, transmissão e distribuição de energia elétrica",Planner Trustee DTVM Ltda,Banco BTG Pactual SA,Banco Bradesco SA,Não,160000000.00,15/03/2018,15/03/2023,,"Pagamento semestral, nos dias 15-set e 15-mar. Primeiro em 15-set-2018 e última no venciemtno",2 parcela iguais. 50% em 15-mar-2022 e 50% no vencimento,Quirografária,DI Percentual,"106,75% do CDI",21/12/2020,,164.792,13/04/2020,,,981.013597,17/03/2020,,,,,,,2.95,299.33,0.67,23.87,0.57,21.11,,,2.72,-0.76,1.05,446.30,-4.12,-1218.90,10,8,,,-5.58,17/03/2020,06/04/2020,,
Ger Paranap,Emis 08/Ser 02,Título privado de renda fixa,Anbima,ativo,02998301000181,8,02,GEPA28,"Geração, transmissão e distribuição de energia elétrica",Planner Trustee DTVM Ltda,Banco BTG Pactual SA,Banco Bradesco SA,Não,160000000.00,15/03/2018,15/03/2025,15/08/2024,"Pagamento anual, nos dias 15-mar-2019",2 parcelas iguais em 15-mar-2024 e no vencimento,Quirografária,IPCA Spread,"IPCA + 5,5%",21/12/2020,,5.7487,23/03/2020,,,1233.797405,21/12/2020,,,,,,,5.92,601.27,7.02,249.75,5.78,213.83,,,9.35,0.49,4.18,1821.59,-4.75,-1402.65,8,8,,,-10.19,04/03/2020,23/03/2020,89,13/07/2020
Gerdau,Emis 15/Ser uni,Título privado de renda fixa,Anbima,ativo,33611500000119,15,uni,GGBRA5,Transformação de aço em produtos de aço,Oliveira Trust Dtvm SA,Banco Santander Brasil SA,Itau Unibanco SA,Não,1500000000.00,21/11/2018,21/11/2022,,"Pagamento semestral, nos dias 21-Nov e 21-mai. Primeiro em 21-Mai-2019 e última no vencimento",Integral na data do vencimento,Quirografária,DI Percentual,"106,50% do DI",21/12/2020,,,,,,,,,,,,,,1.92,195.48,,,,,,,,,0.86,519.10,-0.08,-48.00,,,,,-0.45,04/09/2020,02/10/2020,48,16/11/2020
Gerdau,Emis 16/Ser 01,Título privado de renda fixa,Anbima,ativo,33611500000119,16,01,GGBRA6,Transformação de aço em produtos de aço,Oliveira Trust Dtvm SA,Banco Santander Brasil SA,Banco Citibank SA,Não,600000000.00,06/05/2019,06/05/2023,,Pagamento Semestral. nos dias 06-nov e 06-mai. Primeiro em 06-nov-2019,Integral na data do vencimento,Quirografária,DI Percentual,"105,5% do DI",21/12/2020,,161.9563,15/09/2020,,,978.458714,10/03/2020,,,,,,,3.03,308.06,-0.13,-4.79,-0.60,-22.12,,,4.22,-0.67,1.96,1250.30,-3.77,-1114.07,8,7,,,-6.82,10/03/2020,27/04/2020,,
Gerdau,Emis 16/Ser 02,Título privado de renda fixa,Anbima,ativo,33611500000119,16,02,GGBRB6,Transformação de aço em produtos de aço,Oliveira Trust Dtvm SA,Banco Santander Brasil SA,Banco Citibank SA,Não,800000000.00,06/05/2019,06/05/2026,,Pagamento Semestral. nos dias 06-nov e 06-mai. Primeiro em 06-nov-2019,Integral na data do vencimento,Quirografária,DI Percentual,"107,25% do DI",21/12/2020,,161.7837,14/04/2020,,,937.6541022,03/03/2020,,,,,,,8.27,840.35,0.62,22.04,0.32,11.89,,,5.23,-0.39,3.30,1699.20,-10.64,-3143.16,11,9,,,-13.16,03/03/2020,03/04/2020,,
Grua Investimentos SA,Emis 04/Ser uni,Título privado de renda fixa,Anbima,ativo,15385166000140,4,uni,AEGE14,"Água, esgoto e outros sistemas",Pentagono SA Dtvm,Bc de Inv Credit Suisse Brasil SA,Oliveira Trust DTVM SA,Não,250000000.00,06/09/2019,06/09/2025,,"Pagamento semestral, nos dias 06-Mar e 6-Set. Primeiro em 06-Mar-2020 e último no vencimento","Pagamento semestral, nos dias 06-Mar e 6-Set. Primeiro em 06-Mar-2021 e último no vencimento",Garantia Real,DI Spread,"DI + 2,5%",21/12/2020,,,,,,,,,,,,,,5.91,600.22,,,,,,,,,2.28,1255.25,-3.24,-956.39,,,,,-4.24,23/03/2020,07/04/2020,101,17/08/2020
Grupo Natura,Emis 07/Ser 02,Título privado de renda fixa,Anbima,ativo,32785497000197,7,2,NATU27,Comércio atacadista de bens não duráveis variados,Simplific Pavarini DTVM Ltda,Banco Citibank SA,Itau Unibanco SA,Não,1827270000.00,25/09/2017,25/09/2021,,"Pagamento semestral, nos dias 25-Mar e 25-Set. Primeiro em 25-Mar-2018.",Integral na data do vencimento.,Quirografária,DI Spread,"DI +1,75%",21/12/2020,,4.0743,07/04/2020,,,10131.57774,21/12/2020,,,,,,,3.10,315.29,3.60,128.22,3.46,128.06,,,2.00,0.40,1.78,623.34,-3.36,-993.76,11,11,,,-3.94,10/03/2020,07/04/2020,85,13/07/2020
Grupo Natura,Emis 09/Ser 02,Título privado de renda fixa,Anbima,ativo,32785497000197,9,02,NATU29,Comércio atacadista de bens não duráveis variados,Pentagono SA Dtvm,Banco Citibank SA,Itau Unibanco SA,Não,308310000.00,21/09/2018,21/09/2021,,Pagamento Sementral. nos dias 23-mar e 23-set. primeiro em 23-mar-2019,Integral na data do Vencimento,Quirografária,DI Percentual,"110,5% do DI",21/12/2020,,162.376,19/08/2020,,,9968.305062,21/12/2020,,,,,,,1.73,176.13,3.42,121.80,3.28,121.45,,,0.97,0.62,0.64,386.79,-0.56,-164.30,11,10,,,-1.16,17/03/2020,06/04/2020,53,03/06/2020
Grupo Natura,Emis 09/Ser 03,Título privado de renda fixa,Anbima,ativo,32785497000197,9,03,NATU39,Comércio atacadista de bens não duráveis variados,Pentagono SA Dtvm,Banco Citibank SA,Itau Unibanco SA,Não,302650000.00,21/09/2018,21/09/2022,,Pagamento Semestral. nos dias 21-mar e 21-set. primeiro em 21-mar-2019,Integral na data do Vencimento,Quirografária,DI Percentual,"112,0% do DI",21/12/2020,,183.2786,16/04/2020,,,9905.279723,17/12/2020,,,,,,,4.88,495.78,2.91,103.59,2.75,101.60,,,3.21,0.05,1.85,952.16,-4.46,-1318.57,11,11,,,-5.57,10/03/2020,15/04/2020,113,20/08/2020
Grupo Natura,Emis 10/Ser 01,Título privado de renda fixa,Anbima,ativo,32785497000197,10,01,NATUA0,Comércio atacadista de bens não duráveis variados,Simplific Pavarini DTVM Ltda,Banco Citibank SA,Itau Unibanco SA,Não,400000000.00,26/08/2019,26/08/2024,,"Pagamento semestral, nos dias 26-Fev e 26-Ago. Primeiro em 26-Fev-2020 e último no vencimento.",Integral na data do vencimento.,Quirografária,DI Spread,"DI + 1,0%",21/12/2020,,,,,,,,,,,,,,5.59,568.09,,,,,,,5.71,-0.19,5.08,1783.60,-9.77,-2888.02,,,,,-14.26,20/02/2020,13/04/2020,139,11/09/2020
Grupo Natura,Emis 10/Ser 02,Título privado de renda fixa,Anbima,ativo,32785497000197,10,02,NATUB0,Comércio atacadista de bens não duráveis variados,Simplific Pavarini DTVM Ltda,Banco Citibank SA,Itau Unibanco SA,Não,95700000.00,26/08/2019,26/08/2024,,"Pagamento semestral, nos dias 26-Fev e 26-Ago. Primeiro em 26-Fev-2020 e último no vencimento.",Integral na data do vencimento.,Quirografária,DI Spread,"DI + 1,15%",21/12/2020,,,,,,,,,,,,,,5.81,590.54,,,,,,,5.17,-0.29,4.28,1501.81,-10.56,-3119.72,,,,,-14.16,11/02/2020,14/04/2020,174,22/10/2020
Grupo Natura,Emis 10/Ser 03,Título privado de renda fixa,Anbima,ativo,32785497000197,10,03,NATUC0,Comércio atacadista de bens não duráveis variados,Simplific Pavarini DTVM Ltda,Banco Citibank SA,Itau Unibanco SA,Não,687260000.00,26/08/2019,26/08/2024,,"Pagamento semestral, nos dias 26-Fev e 26-Ago. Primeiro em 26-Fev-2020 e último no vencimento.",Integral na data do vencimento.,Quirografária,DI Spread,"DI + 1,15%",21/12/2020,,,,,,,,,,,,,,5.61,570.18,,,,,,,6.00,-0.20,5.87,2059.89,-11.10,-3279.25,,,,,-13.95,27/02/2020,13/04/2020,137,14/09/2020
Grupo Natura,Emis 10/Ser 04,Título privado de renda fixa,Anbima,ativo,32785497000197,10,04,NATUD0,Comércio atacadista de bens não duráveis variados,Simplific Pavarini DTVM Ltda,Banco Citibank SA,Itau Unibanco SA,Não,394520000.00,26/08/2019,26/08/2024,,"Pagamento semestral, nos dias 26-Fev e 26-Ago. Primeiro em 26-Fev-2020 e último no vencimento.",Integral na data do vencimento.,Quirografária,DI Spread,"DI + 1,15%",21/12/2020,,,,,,,,,,,,,,5.82,591.14,,,,,,,5.26,-0.28,3.27,1293.28,-10.02,-2961.97,,,,,-14.04,11/02/2020,14/04/2020,172,20/10/2020
Guararapes,Emis 02/Ser uni,Título privado de renda fixa,Anbima,ativo,08402943000152,2,uni,GUAR12,Indústria de roupas de tecido,Simplific Pavarini DTVM Ltda,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,600000000.00,11/01/2019,11/01/2023,,"Pagamento semestral, nos dias 11-Jul e 11-Jan. Primeiro em 11-jul-2019 e último no vencimento.","3 parcelas: 33,3333% em 11-jan-2021, 33,3333% em 11-jan-2022 e saldo no vencimento.",Quirografária,DI Percentual,"107,75% do DI",21/12/2020,,244.0801,15/04/2020,,,1001.248226,03/12/2020,,,,,,,6.52,661.90,3.74,133.07,3.57,132.18,,,3.83,0.26,2.14,1434.66,-3.69,-1090.88,9,9,,,-7.88,04/03/2020,27/04/2020,165,29/10/2020
Hapvida,Emis 01/Ser 01,Título privado de renda fixa,Anbima,ativo,05197443000138,1,01,HAPV11,Serviços ambulatoriais de saúde,Pentagono SA Dtvm,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,1764888000.00,10/07/2019,10/07/2024,,Pagamento Semestral. nos dias 10-jan e 10-jul. Primeiro em 10-jan-2020,"Pagamento anual, nos dias 10-Jul. Primeiro em 10-jul-2022 e última no vencimento",Quirografária,DI Percentual,109% DI,21/12/2020,,174.7644,15/04/2020,,,977.262695,15/12/2020,,,,,,,4.27,433.88,1.36,48.43,1.17,43.29,,,4.25,-0.31,2.14,907.56,-6.03,-1780.61,10,10,,,-8.55,04/03/2020,27/04/2020,189,03/12/2020
Hapvida,Emis 01/Ser 02,Título privado de renda fixa,Anbima,ativo,05197443000138,1,02,HAPV21,Serviços ambulatoriais de saúde,Pentagono SA Dtvm,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,235112000.00,10/07/2019,10/07/2026,,Pagamento Semestral. nos dias 10-jan e 10-jul. Primeiro em 10-jan-2020,"Pagamento anual, nos dias 10-Jul. Primeiro em 10-jul-2025 e última no vencimento",Quirografária,DI Percentual,"110,55% DI",21/12/2020,,167.388,15/04/2020,,,953.7286575,05/02/2020,,,,,,,9.54,968.82,0.68,24.12,0.51,18.74,,,5.84,-0.33,3.48,2179.20,-11.47,-3388.99,9,9,,,-14.07,05/02/2020,03/04/2020,,
Igua SA,Emis 04/Ser uni,Título privado de renda fixa,Anbima,ativo,08159965000133,4,uni,IGSN14,"Água, esgoto e outros sistemas",Vortx DTVM Ltda,Unibanco Uniao Bancos Bras SA,Vortx DTVM Ltda,Não,120000000.00,15/05/2019,15/05/2026,,Pagamento mensal no dia 15. Primeiro em 15-jun-2019 e última no vencimento,Pagamento mensal no dia 15. Primeiro em 15-mai-2020 e última no vencimento,Garantia Real,DI Spread,"DI + 3,50%",21/12/2020,,,,,,,,,,,,,,6.17,627.12,,,,,,,,,2.17,1382.93,-0.08,-51.62,,,,,-0.47,15/06/2020,16/06/2020,4,19/06/2020
Iguatemi,Emis 04/Ser 02,Título privado de renda fixa,Anbima,ativo,51218147000193,4,2,IGTA24,Locadora de imóveis,Pentagono SA Dtvm,Banco Bradesco Bbi SA,Itau Cv SA,Não,50000000.00,15/02/2013,15/02/2021,15/08/2022,"Pagamento anual, nos dias 15-Fev. Primeiro em 15-Fev-2014 e último no vencimento.",Integral na data do vencimento.,Quirografária,IPCA Spread,"IPCA + 4,31%",21/12/2020,,4.8737,30/04/2020,,,15807.68641,21/12/2020,,,,,,,5.40,548.47,5.90,209.99,5.59,206.65,,,1.93,1.58,1.08,719.26,-1.24,-367.48,10,10,,,-2.52,03/03/2020,30/04/2020,107,05/08/2020
Iguatemi,Emis 07/Ser 01,Título privado de renda fixa,Anbima,ativo,51218147000193,7,01,IGTA17,Locadora de imóveis,Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Não,100000000.00,20/09/2018,20/09/2024,,Pagamento Semestral. nos dias 20-mar e 20-set. Primeiro em 20-mar-2019,Integral na data do vencimento,Quirografária,DI Percentual,"107,50% do DI",21/12/2020,,,,,,,,,,,,,,6.04,613.75,,,,,,,,,2.01,1103.11,-0.25,-161.65,,,,,-0.85,03/08/2020,17/08/2020,15,24/08/2020
Iguatemi,Emis 07/Ser 02,Título privado de renda fixa,Anbima,ativo,51218147000193,7,02,IGTA27,Locadora de imóveis,Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Não,65741000.00,20/09/2018,20/09/2024,,"Pagamento Semestral, nos dias 20-mar e 20-jun Primeiro em 20-mar-2019",Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,82%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,1.93,1116.37,0.33,209.15,,,,,-0.11,14/07/2020,15/07/2020,6,22/07/2020
Iguatemi,Emis 07/Ser 03,Título privado de renda fixa,Anbima,ativo,51218147000193,7,03,IGTA37,Locadora de imóveis,Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Não,229435000.00,20/09/2018,20/09/2024,,Pagamento Semestral. nos dias 20-mar e 20-set. Primeiro em 20-mar-2019,Integral na data do vencimento,Quirografária,DI Percentual,"109,0000% do DI",21/12/2020,,167.79,22/04/2020,,,961.917766,11/12/2020,,,,,,,6.31,640.50,0.95,33.91,0.76,28.06,,,6.53,-0.25,3.55,1246.07,-10.31,-3046.03,9,9,,,-11.86,10/02/2020,24/04/2020,204,03/12/2020
Iguatemi,Emis 09/Ser uni,Título privado de renda fixa,Anbima,ativo,51218147000193,9,uni,IGTA19,Locadora de imóveis,Oliveira Trust Dtvm SA,Banco BTG Pactual SA,Oliveira Trust DTVM SA,Não,300000000.00,28/05/2020,28/05/2023,,Pagamento Semestral. nos dias 28-Nov e 28-Mai. Primeiro em 28-Nov-2020,Integral na data do Vencimento,Quirografária,DI Spread,"DI+ 3,00%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,0.39,346.46,0.39,258.63,,,,,0.00,04/11/2020,05/11/2020,2,06/11/2020
Ihpardini,Emis 02/Ser uni,Título privado de renda fixa,Anbima,ativo,19378769000176,2,uni,PARD12,Laboratório de exames médicos,Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Não,210000000.00,20/12/2018,20/12/2023,,Pagamento semestral. nos dias 20-jun e 20-dez. Primeiro em 20-dez-2019 e última no vencimento,2 Parcelas: 50% em 20-dez-2022 e 50% em 20-dez-2023,Quirografária,DI Percentual,"107,55% do DI",21/12/2020,,167.5177,16/04/2020,,,967.8881631,15/12/2020,,,,,,,5.34,542.30,2.22,79.18,2.01,74.39,,,3.70,-0.14,2.07,1064.55,-5.17,-1526.44,9,9,,,-6.92,02/03/2020,07/04/2020,185,25/11/2020
Imc S/A,Emis 01/Ser 01,Título privado de renda fixa,Anbima,ativo,17314329000120,1,01,MEAL11,Loja de comida e bebida,Oliveira Trust Dtvm SA,Banco BTG Pactual SA,Banco Bradesco SA,Não,125000000.00,15/03/2019,15/03/2024,,Pagamento Semestral. nos dias 15-mar e 15-set. Primeiro em 16-set-2019,"Pagamento anual, nos dias 15-mar. Primeiro em 15-mar-2022 e última no vencimento",Quirografária,DI Spread,"DI + 4,85%",21/12/2020,,12.9305,09/11/2020,,,1025.845432,17/12/2020,,,,,,,8.80,893.64,7.79,277.20,7.65,282.87,,,15.09,0.39,7.71,3629.65,-7.25,-2545.23,9,9,,,-12.03,03/11/2020,09/11/2020,20,01/12/2020
Imc S/A,Emis 01/Ser 02,Título privado de renda fixa,Anbima,ativo,17314329000120,1,02,MEAL21,Loja de comida e bebida,Oliveira Trust Dtvm SA,Banco BTG Pactual SA,Banco Bradesco SA,Não,125000000.00,15/03/2019,15/03/2026,,Pagamento Semestral. nos dias 15-mar e 15-set. Primeiro em 16-set-2019,2 Parcelas: 50% em 15-mar-2025 e 50% em 15-mar-2026,Quirografária,DI Spread,"DI + 5,30%",21/12/2020,,10.9113,16/04/2020,,,1009.443182,16/12/2020,,,,,,,19.12,1941.80,6.59,234.50,6.50,240.21,,,22.96,0.27,22.40,10551.30,-14.57,-5114.17,8,7,,,-32.73,18/03/2020,16/04/2020,151,23/10/2020
Inbrands SA,Emis 04/Ser 02,Título privado de renda fixa,Anbima,ativo,09054385000144,4,2,INBD24,Loja de roupas,Oliveira Trust Dtvm SA,Banco Itau BBA SA,Banco Bradesco SA,Não,132400000.00,12/08/2016,12/05/2025,,"Pagamento semestral, nos dias 12-Fev e 12-Ago. Primeiro em 12-Fev-2017 e último no vencimento.","4 parcelas em 12-Fev-2018, 12-Ago-2018, 12-Fev-2019 e 12-Ago-2019.",Garantia Real,DI Spread,"DI + 4,50%",14/03/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iochp-Maxion,Emis 08/Ser uni,Título privado de renda fixa,Anbima,ativo,61156113000175,8,Uni,IOCH18,Indústria de autopeças,Pentagono SA Dtvm,Banco Itau BBA SA,Itau Unibanco SA,Não,450000000.00,23/03/2018,26/03/2023,,"Pagamento semestral, nos dias 26/set e 26-mar. Primeiro erm 26-set-2018 e última no vencimento","2 parcelas iguais, 50% em 26-mar-2018 e 50% no vencimento",Quirografária,DI Spread,"DI + 1,4%",21/12/2020,,5.3949,16/04/2020,,,982.025809,18/12/2020,,,,,,,7.43,754.88,1.89,67.39,1.77,65.61,,,3.67,-0.23,2.56,1603.54,-6.54,-1932.39,10,9,,,-8.77,18/03/2020,16/04/2020,175,27/11/2020
Iochp-Maxion,Emis 09/Ser 01,Título privado de renda fixa,Anbima,ativo,61156113000175,9,01,IOCH19,Indústria de autopeças,Pentagono SA Dtvm,Banco Itau BBA SA,Itau Unibanco SA,Não,338800000.00,11/02/2019,11/02/2024,,Pagamento semestral. nos dias 11-ago e 11-fev. Primeiro em 11-ago-2019 e última no vencimento,2 Parcelas: 50% em 11-fev-2023 e saldo no vencimento,Quirografária,DI Spread,"DI+0,7500%",21/12/2020,,4.4155,04/08/2020,,,972.8865728,03/03/2020,,,,,,,4.30,436.89,-0.15,-5.39,-0.33,-12.11,,,2.52,-1.13,3.08,1923.40,-3.40,-1557.32,9,7,,,-8.12,03/03/2020,03/08/2020,,
Iochp-Maxion,Emis 09/Ser 02,Título privado de renda fixa,Anbima,ativo,61156113000175,9,02,IOCH29,Indústria de autopeças,Pentagono SA Dtvm,Banco Itau BBA SA,Itau Unibanco SA,Não,111200000.00,11/02/2019,11/02/2026,,Pagamento semestral. nos dias 11-ago e 11-fev. Primeiro em 11-ago-2019 e última no vencimento,2 Parcelas: 50% em 11-fev-2025 e saldo no vencimento,Quirografária,DI Spread,"DI + 0,95%",21/12/2020,,5.7848,15/04/2020,,,955.8458856,09/03/2020,,,,,,,11.13,1130.35,-2.24,-79.56,-2.43,-89.97,,,5.57,-0.86,3.70,2316.16,-8.65,-2776.02,10,9,,,-17.38,09/03/2020,15/04/2020,,
Iochp-Maxion,Emis 10/Ser uni,Título privado de renda fixa,Anbima,ativo,61156113000175,10,uni,IOCH10,Indústria de autopeças,Pentagono SA Dtvm,Banco Itau BBA SA,Itau Unibanco SA,Não,350000000.00,16/09/2019,16/09/2024,,Pagamento Semestral. Nos dias 16-mar e 16-set. Primeiro em 16-set-2020,2 Parcelas: 50% em 16-set-2023 e 50% em 16-set-2024,Quirografária,DI Spread,"DI + 0,75%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,1.83,1166.64,0.25,165.84,,,,,-0.50,21/10/2020,03/11/2020,30,03/12/2020
Irani,Emis 03/Ser uni,Título privado de renda fixa,Anbima,ativo,92791243000103,3,uni,CELU13,"Indústria de papel, celulose e papelão",Vortx DTVM Ltda,Plural S/A Banco Múltiplo,Vortx DTVM Ltda,Não,505000000.00,19/07/2019,19/07/2025,,Pagamento Semestral. nos dias 19-jan e 19-jul. Primeiro em 19-jan-2020,"Pagamento anual, nos dias 19-jul. Primeiro em 19-jul-2023 e última no vencimento",Quirografária,DI Spread,"DI + 4,5%",21/12/2020,,7.5207,26/05/2020,,,1052.457396,21/12/2020,,,,,,,13.03,1323.46,10.05,357.81,9.88,365.52,,,7.06,1.05,7.00,3603.70,-2.61,-827.24,9,9,,,-8.41,17/03/2020,26/05/2020,80,13/07/2020
Itarema Geração de Energia S/A,Emis 03/Ser uni,Título privado de renda fixa,Anbima,ativo,13234214000174,3,uni,ITGE13,"Geração, transmissão e distribuição de energia elétrica",Oliveira Trust Dtvm SA,Banco Itau BBA SA,Itau Unibanco SA,Sim,111760000.00,30/10/2016,15/12/2028,15/05/2025,"Pagamento semestral, nos dias 15-dez e 15-jun. Primeiro em 15-dez-2017 e última no vencimento","Pagamento semestral, nos dias 15-dez e 15-jun. Primeiro em 15-dez-2017 e última no vencimento",Quirografária,IPCA Spread,"IPCA + 7,8067%",17/12/2020,,7.7603,23/03/2020,,,1125.212739,17/12/2020,,,,,,,7.86,798.13,9.47,337.11,8.87,327.97,,,11.82,0.42,3.73,2564.75,-6.01,-1775.90,8,8,,,-12.20,14/02/2020,23/03/2020,107,22/07/2020
Itausa,Emis 02/Ser uni,Título privado de renda fixa,Anbima,ativo,61532644000115,2,uni,ITSA12,Administração de empresas e empreendimentos,Oliveira Trust Dtvm SA,Banco Itau BBA SA,Itau Unibanco SA,Não,1200000000.00,24/05/2017,24/05/2024,,Pagamento semestral em 24-mai e 24-nov. primeiro em 24-nov-2017 e última no vencimento,"3 parcelas. 33,33 % em 24-Mai-2022, 33,33 % em 24-mai-2023 e 33,34% no vencimento",Quirografária,DI Percentual,"106,9% do DI",21/12/2020,,150.4666,15/04/2020,,,98470.1788,18/03/2020,,,,,,,2.79,283.53,-0.70,-24.97,-0.79,-29.25,,,2.89,-1.18,1.42,632.81,-3.71,-1096.80,9,6,,,-6.77,18/03/2020,27/04/2020,,
